ID,Score
0,0.24545991419391078
1,0.18424026038398705
2,0.14518697603476033
3,0.053975258015000464
4,0.187113799795937
5,0.11664236870396082
6,0.09347835805883487
7,0.07661376757403261
8,0.08624393618641042
9,0.14587781761280166
10,0.09687189593929658
11,0.15170136639695306
12,0.4221560418497754
13,0.16492259616760274
14,0.17199894677510627
15,0.13526762967959477
16,0.16047140854798217
17,0.09979654098963518
18,0.3083570786749545
19,0.1507318844114497
20,0.09406376297984342
21,0.1908260093025334
22,0.2925053787640638
23,0.07924288517503278
24,0.11906178557975383
25,0.07106690545187015
26,0.23761140646379242
27,0.4173053474554984
28,0.07461855486748756
29,0.14053924781201477
30,0.38438800334536866
31,0.20642663350622686
32,0.11808177212832288
33,0.10519842039913342
34,0.19457560698847085
35,0.6265632180256574
36,0.05700342743411485
37,0.39538558405899743
38,0.12019246203225047
39,0.35707226517167706
40,0.0
41,0.08202260058282361
42,0.29663280554307314
43,0.1344585290905629
44,0.2414425891340627
45,0.13618367767571088
46,0.25642430590241283
47,0.12021658495512927
48,0.01785999065922734
49,0.05587987562271123
50,0.159646755503575
51,0.13530841576863628
52,0.08080395868290623
53,0.1387167370323147
54,0.048838629050550454
55,0.3746675631556625
56,0.2000730860612739
57,0.09611386626644262
58,0.351292506742199
59,0.2736080551397168
60,0.15650535813672994
61,0.2814668872804996
62,0.1508191617304367
63,0.33181955015486175
64,0.1156871710221362
65,0.21914493445455294
66,0.07138811344094233
67,0.16024705035571796
68,0.33389357405242687
69,0.5491201525567067
70,0.06326664560122039
71,0.27833497037064064
72,0.24809695220919065
73,0.1421191632187522
74,0.1639380977320951
75,0.17492637027939656
76,0.11995202878081351
77,0.16248889274047762
78,0.16981923209548738
79,0.23036066881273162
80,0.14272480642961266
81,0.36547289998628174
82,0.11637768424677683
83,0.1984091835419126
84,0.24034017789179035
85,0.1558699215971376
86,0.16739153288084574
87,0.09119408515734449
88,0.24871859740537416
89,0.10907288200508986
90,0.3280149060500664
91,0.3393939566602293
92,0.09435367655300854
93,0.3522871426092695
94,0.12523984671878988
95,0.22165285868805176
96,0.13340746919301402
97,0.38898147268114824
98,0.09098431565585482
99,0.1557186649660749
100,0.15098929349255097
101,0.09608896072830572
102,0.1638463841038081
103,0.08190120810087041
104,0.1443793497754266
105,0.18499495895605192
106,0.16895108178083357
107,0.07108934881432834
108,0.30095669009339177
109,0.13088399820073765
110,0.2044058902179706
111,0.423213598970158
112,0.19103049700402736
113,0.33938657320715904
114,0.21356203973831095
115,0.1719713129917709
116,0.0902992054788461
117,0.279715463892758
118,0.0720516074330021
119,0.2301585822275003
120,0.20960996432454737
121,0.23945542831176642
122,0.19459465261241823
123,0.2626436725546406
124,0.0
125,0.07355798654910972
126,0.07200489649944858
127,0.2723673553514217
128,0.21713011773926238
129,0.1426099724080393
130,0.14852759212012287
131,0.09805070225811396
132,0.2572033519016229
133,0.1952735746409855
134,0.3512441676595281
135,0.09563650695950088
136,0.264992577858128
137,0.17165643016914986
138,0.07251185495787217
139,0.2937316790578853
140,0.2776460645804711
141,0.07927400352894175
142,0.11140622746386541
143,0.10073014168096117
144,0.10298816830461216
145,0.2125842568999343
146,0.08592717535621508
147,0.11548545292498949
148,0.25676500938055025
149,0.15113398071880557
150,0.04506631034378158
151,0.26346596877551387
152,0.11375393879832259
153,0.1318176260020743
154,0.041151914920314565
155,0.3177275294930592
156,0.2185025842777806
157,0.15573770491803268
158,0.4000661320993195
159,0.2216670394793839
160,0.2700135010125842
161,0.1704830983709367
162,0.10034748181154045
163,0.32180719468365193
164,0.17450057435564645
165,0.168514438306973
166,0.2454033912774367
167,0.12578207228024588
168,0.11211526391279025
169,0.32099668106999296
170,0.15636569790552357
171,0.20506619579876556
172,0.09955849673999592
173,0.4174235549683612
174,0.07512217287717263
175,0.09962709627734355
176,0.24032019674265856
177,0.14233808367767412
178,0.12161606951727859
179,0.32226408832874337
180,0.1776112083313468
181,0.0575078404705389
182,0.20759381612143418
183,0.159504067405579
184,0.04967507005354083
185,0.04573893537463483
186,0.15249857033260472
187,0.2763949964113911
188,0.1296407447104329
189,0.11697479464733748
190,0.3841143835488627
191,0.0927823983113282
192,0.156772360333924
193,0.11822030736065292
194,0.04332497001439249
195,0.2039476740783142
196,0.09254896267654955
197,0.34740773013739745
198,0.3605773860967518
199,0.07432941462471658
200,0.3624623234754153
201,0.23195714987447533
202,0.2177808226976039
203,0.11346140377334232
204,0.1029900647987945
205,0.14187608845979138
206,0.19195132350893837
207,0.23256065507747836
208,0.2868286431058875
209,0.16978110252852263
210,0.07388176557069273
211,0.3386771814731842
212,0.28596657210844173
213,0.11457226948820778
214,0.12395530151376132
215,0.15558923344389247
216,0.11914897932059786
217,0.15134803477626363
218,0.36545926859460504
219,0.23537960143467357
220,0.25055914048339895
221,0.11835447647287087
222,0.09053574604251854
223,0.19079288611238918
224,0.2739648767433332
225,0.326610980845767
226,0.24326545622381507
227,0.20882991493967737
228,0.18257418583505547
229,0.23736622292840637
230,0.039746431675858174
231,0.14641115812672412
232,0.14962640041614483
233,0.3467543125755278
234,0.23162052730603944
235,0.20737876550156314
236,0.2742469561698037
237,0.2356635286130844
238,0.16080047619847046
239,0.1427206768401426
240,0.20847696198419852
241,0.14114716971886426
242,0.4066322939859911
243,0.15788246481132784
244,0.4132714966757672
245,0.17712297710801916
246,0.110783349007332
247,0.08218407016184912
248,0.14034589305344747
249,0.045186923892456834
250,0.10774177689472128
251,0.24914503091731172
252,0.14884525956110328
253,0.17467859594002041
254,0.22381412908589726
255,0.106649836183801
256,0.09515721361396123
257,0.26706665780078026
258,0.13817770717069344
259,0.11358488948595497
260,0.2818093887799661
261,0.1874939472197546
262,0.25051001461621214
263,0.21483446221182997
264,0.5250115284399985
265,0.24478095736154568
266,0.12457493197285982
267,0.4801847339571793
268,0.40305691117534387
269,0.04762579778530437
270,0.3152164056949343
271,0.2855120387251743
272,0.21296637460080137
273,0.34668762264076786
274,0.09269795493186431
275,0.054412956179094335
276,0.1404077746796984
277,0.27832496965309184
278,0.08401062801670849
279,0.37673631550369907
280,0.21825574571207468
